Date,Open,High,Low,Close,Adj Close,Volume
2020-01-07,73.599998,74.320000,73.339996,74.220001,67.103523,1302124
2020-01-08,73.940002,74.500000,73.750000,74.410004,67.275314,941807
2020-01-09,75.099998,75.349998,74.360001,74.360001,67.230103,1391131
2020-01-10,74.489998,74.959999,74.220001,74.570000,67.419960,1102138
2020-01-13,74.699997,74.809998,73.389999,73.629997,66.570091,884147
2020-01-14,73.739998,73.820000,73.059998,73.300003,66.271736,979352
2020-01-15,73.089996,73.269997,71.779999,72.190002,65.268173,1607651
2020-01-16,72.190002,72.459999,70.570000,71.169998,64.345963,1730300
2020-01-17,71.690002,71.949997,70.910004,71.059998,64.246506,2112839
2020-01-20,70.919998,71.860001,70.820000,71.639999,64.770897,837922
2020-01-21,71.389999,72.000000,70.930000,71.410004,64.562950,888947
2020-01-22,71.550003,72.620003,69.519997,70.949997,64.147057,1755064
2020-01-23,70.550003,70.900002,69.440002,69.690002,63.007881,1472242
2020-01-24,70.099998,70.320000,69.370003,69.410004,62.754726,1281775
2020-01-27,68.500000,68.800003,67.570000,67.699997,61.208683,1828640
2020-01-28,67.589996,67.730003,66.330002,66.820000,60.413063,2112085
2020-01-29,66.820000,67.239998,66.220001,66.550003,60.168953,1456090
2020-01-30,66.000000,66.400002,65.260002,65.559998,59.273872,1995833
2020-01-31,65.599998,65.680000,64.209999,64.339996,58.170849,2069682
2020-02-03,64.339996,64.750000,63.900002,64.379997,58.207016,1818370
2020-02-04,64.529999,65.209999,63.959999,64.949997,58.722359,1938049
2020-02-05,65.099998,66.570000,64.589996,66.220001,59.870594,2017296
2020-02-06,66.760002,67.279999,66.110001,66.330002,59.970039,1618304
2020-02-07,65.900002,65.900002,64.190002,64.690002,58.487297,2438775
2020-02-10,64.529999,64.919998,63.580002,63.810001,57.691669,1969048
2020-02-11,64.279999,65.269997,63.980000,64.410004,58.234142,2075594
2020-02-12,64.800003,67.070000,64.680000,67.070000,60.639088,2590748
2020-02-13,66.699997,66.730003,65.959999,66.589996,60.205112,1643472
2020-02-14,66.500000,67.160004,65.779999,65.860001,59.545109,1456966
2020-02-17,66.389999,67.150002,66.309998,66.510002,60.132790,1298707
2020-02-18,65.849998,66.169998,65.199997,65.199997,58.948387,1359236
2020-02-19,65.669998,65.970001,64.510002,65.449997,59.174419,1326708
2020-02-20,65.500000,66.430000,65.019997,65.309998,59.047844,1793835
2020-02-21,65.059998,65.500000,64.080002,64.510002,58.324551,2005662
2020-02-24,63.000000,63.099998,60.610001,61.439999,55.548912,3729450
2020-02-25,61.990002,62.320000,60.590000,61.029999,55.178226,2409281
2020-02-26,60.759998,62.240002,59.930000,61.779999,55.856312,3322283
2020-02-27,60.470001,60.900002,59.060001,59.840000,54.102325,3225348
2020-02-28,57.740002,58.930000,57.160000,58.930000,53.279579,5834942
2020-03-02,59.400002,59.599998,56.990002,58.000000,52.438751,3315364
2020-03-03,58.500000,59.290001,57.400002,57.759998,52.221764,4135929
2020-03-04,57.959999,59.049999,57.459999,58.570000,52.954102,2320426
2020-03-05,58.820000,58.910000,57.500000,58.070000,52.502045,2447364
2020-03-06,56.730000,57.779999,56.070000,57.220001,51.733543,3189387
2020-03-09,54.000000,54.360001,51.000000,51.020000,46.128021,5395201
2020-03-10,51.509998,54.150002,50.070000,50.330002,45.504185,4299614
